1/100	1/100	1072.68879756114186022730601496	0.961576652786836630673363372214	0.03134534380631894530283669893
1/100	1/10	207.95360376615393942638209726	0.96268373952991119491646641603	0.0064224191498286334793761399714
1/100	1	22.627529110059545157975163945	0.962661525974735095709181085627	0.00072802615204457475476441302373
1/100	10	2.2645044112450838570534063043	0.962508489742156615718692986814	0.000074386171320436320979470702033
1/100	100	0.22578025821080987305431707207	0.962435996623908770424079562822	7.4774681381383594340311751826e-6
1/100	1000	0.022548260510140132859942877576	0.962409519772762337384510448383	7.4890220886304744468918713811e-7
1/100	10000	0.0022537874178517866890501016805	0.962400689994934930426412697975	7.4926417727348938801773732714e-8
1/100	100000	0.000225344912303333709835367041517	0.962397850916985625476454606252	7.4937834402645943314043699537e-9
1/100	1000000	0.000022533412874891261014585620084	0.962396949494363463672906260799	7.4941437465658058457976978704e-10
1/100	10000000	2.2533071243152614186463434535e-6	0.962396664269758262500223898701	7.494257536390529124678629774e-11
1/100	100000000	2.2532963175997190664982039899e-7	0.962396574080926733737692833922	7.4942934953886958626803955805e-12
1/100	1000000000	2.2532929001942323221582409997e-8	0.962396545564054567469293911394	7.4943048631237052995505563566e-13
1/100	10000000000	2.2532918195461617931040257748e-9	0.962396536546834107831560557045	7.4943084574587611771437582717e-14
1/10	1/100	143.913556385822779270274036013	0.963344438467987171920666909993	0.0090946010099172168568446860984
1/10	1/10	76.981851772996865376275227749	0.962964412309207514847348318822	0.0052882471501505024394402157941
1/10	1	13.802765493972462976824694437	0.962713527253085925449214573144	0.00100429946702507392693377973068
1/10	10	1.48868153825323433656434534343	0.962531359811276463226333348815	0.000111117470736823563853685101833
1/10	100	0.14951384423157574094660801534	0.96244465413249995394750702729	0.000011271114324330690416335495862
1/10	1000	0.014939223183076926954128251886	0.962412470039885672110819180161	1.13013641734698123864540812123e-6
1/10	10000	0.0014931967736715563818518723048	0.962401647459781801657430647261	1.13089673162636953791034957812e-7
1/10	100000	0.000149293291013074186471080933029	0.962398155800712797708252665643	1.13111773356801515350633473166e-8
1/10	1000000	0.0000149284613312548968990665986842	0.962397046024633329353157890837	1.13118559651309163766851094765e-9
1/10	10000000	1.4928183800112657317833959655e-6	0.962396694794242015298215791271	1.13120683775509774472165369247e-10
1/10	100000000	1.49280957534194660823357212421e-7	0.962396583732055120334005265451	1.13121353079998478030232088144e-11
1/10	1000000000	1.4928067885368283455144130463e-8	0.962396548615700466853483337247	1.13121564468747369357678291691e-12
1/10	10000000000	1.49280590705175845337881135952e-9	0.962396537511802752408351727607	1.13121631286884311184423327218e-13
1	1/100	3.7433463163155571476330052195	0.963945300227655555875374442706	0.00429002877478004996909887313253
1	1/10	3.3306378465302912473100894237	0.963628348463369204108984372	0.0040727417816863217051714525774
1	1	1.7618970556475866500736882262	0.962992062572917871594580219145	0.0023579490767138307900211554855
1	10	0.31439246714774834283037300603	0.962648412845633147393908020646	0.000442591496476000789189447620009
1	100	0.033955842480695289877307283612	0.962492117355773110915223356854	0.00004873608596789900906534631485
1	1000	0.0034146631942961955231303592804	0.962429281152052204531264239829	4.9353585937581466201444837346e-6
1	10000	0.00034137222158860574600686349405	0.962407199750719008251393682127	4.9457543631613716154725551846e-7
1	100000	0.000034127103342967386964599567734	0.962399935087965398966508928614	4.9481259756659975161929922254e-8
1	1000000	3.4123190835472062179959976082e-6	0.962397610360303833739823135628	4.9487838615451529173667832429e-9
1	10000000	3.4121883870029542999861542937e-7	0.962396873306437001806959711989	4.9489824687807721580081678523e-10
